제품명(한글),수입일자,제조국,수출국,가격
블루베리,1/7/2021,칠레,칠레,50
블루베리 (125g),1/7/2021,칠레,칠레,61
망고,1/7/2021,페루,페루,15
마늘쫑,1/7/2021,중국,중국,64
망고,1/7/2021,페루,페루,13
망고,1/7/2021,페루,페루,68
망고,1/7/2021,페루,페루,34
망고,1/7/2021,페루,페루,35
망고,1/7/2021,페루,페루,24
냉동홀밤,1/7/2021,중국,중국,61
냉동밤다이스,1/7/2021,중국,중국,70
냉동대파,1/7/2021,중국,중국,38
마른줄기상추,1/7/2021,중국,중국,32
냉동블루베리,1/7/2021,미국,미국,39
커클랜드 시그니춰 블랙페퍼,1/7/2021,베트남,미국,37
냉동표고버섯,1/7/2021,중국,중국,43
냉동 컬리플라워,1/7/2021,중국,중국,75
표고버섯슬라이스(10kg),1/7/2021,중국,중국,88
냉동브로컬리,1/7/2021,중국,중국,85
냉동단호박,1/7/2021,중국,중국,6
냉동얼갈이배추,1/7/2021,중국,중국,27
호두,1/7/2021,미국,미국,97
말린 샬롯,1/7/2021,베트남,베트남,63
냉동당근,1/7/2021,중국,중국,84
냉동열무청,1/7/2021,중국,중국,32
냉동열무청,1/7/2021,중국,중국,43
호두,1/7/2021,미국,미국,52
위트 몰트,1/7/2021,영국,영국,23
뮤닉 몰트,1/7/2021,영국,영국,15
파이니스트 페일 에일 골든 프로미스,1/7/2021,영국,영국,34
엑스트라 페일 에일 몰트,1/7/2021,영국,영국,44
파이니스트 페일 에일 마리스 오터,1/7/2021,영국,영국,40
파이니스트 라거 몰트,1/7/2021,영국,영국,41
엑스트라 페일 에일 몰트,1/7/2021,영국,영국,44
해바라기씨,1/7/2021,미국,미국,14
대추야자 1kg,1/7/2021,아랍에미리트,아랍에미리트,26
하이비 아스파라거스 (5KG),1/7/2021,태국,태국,39
레몬그라스,1/7/2021,태국,태국,41
아스파라거스,1/7/2021,태국,태국,36
콩나물콩,1/7/2021,미국,미국,62
커피원두,1/7/2021,르완다,르완다,98
아몬드,1/7/2021,미국,미국,14
냉동고추,1/7/2021,중국,중국,76
냉동 홍고추,1/7/2021,중국,중국,11
호두,1/7/2021,미국,미국,45
냉동홍고추,1/7/2021,중국,중국,83
콜롬비아  커피원두,1/7/2021,콜롬비아,콜롬비아,20
콜롬비아  커피원두,1/7/2021,콜롬비아,콜롬비아,85
콜롬비아  커피원두,1/7/2021,콜롬비아,콜롬비아,67
커피원두,1/7/2021,브라질,브라질,51
콜롬비아  커피원두,1/7/2021,콜롬비아,콜롬비아,93
콜롬비아  커피원두,1/7/2021,콜롬비아,콜롬비아,61
커피원두,1/7/2021,케냐,독일,34
송화분,1/7/2021,중국,중국,56
산수유,1/7/2021,중국,중국,11
당귀,1/7/2021,중국,중국,24
커피원두,1/7/2021,에티오피아,독일,85
신선부추,1/7/2021,중국,중국,24
녹각(건조),1/7/2021,러시아,홍콩,17
냉동홍고추,1/7/2021,중국,중국,60
자몽,1/7/2021,이스라엘,이스라엘,17
콩나물콩,1/7/2021,미국,미국,69
레몬,1/7/2021,미국,미국,9
라임,1/7/2021,멕시코,멕시코,64
귀리,1/7/2021,캐나다,캐나다,82
베스트 하이델베르그 몰트,1/7/2021,독일,네덜란드,7
"마늘종(꽃줄기,신선)",1/7/2021,중국,중국,68
망고,1/7/2021,태국,태국,1
신선당근,1/7/2021,중국,중국,71
샬롯,1/7/2021,중국,중국,38
마른줄기상추,1/7/2021,중국,중국,48
과테말라커피원두,1/7/2021,과테말라,과테말라,76
냉동홍고추,1/7/2021,중국,중국,14
신선우엉,1/6/2021,중국,중국,83
리마콩,1/6/2021,미얀마,미얀마,28
리마콩,1/6/2021,미얀마,미얀마,85
건보리순,1/6/2021,중국,중국,14
감자,1/6/2021,미국,미국,88
옥수수,1/6/2021,브라질,브라질,8
옥수수,1/6/2021,브라질,브라질,90
신선인삼,1/6/2021,중국,중국,10
신선당근,1/6/2021,중국,중국,78
당근,1/6/2021,중국,중국,79
"용과(WHITE, 5KG)",1/6/2021,베트남,베트남,2
"용과(RED, 3KG)",1/6/2021,베트남,베트남,54
블루베리,1/6/2021,칠레,칠레,29
천궁,1/6/2021,중국,중국,56
"바나나(13KG,2020.12.14)",1/6/2021,필리핀,필리핀,80
"바나나(13KG,2020.12.21)",1/6/2021,필리핀,필리핀,92
"바나나(13KG,2020.12.21)",1/6/2021,필리핀,필리핀,25
"바나나(13KG,2020.12.14)",1/6/2021,필리핀,필리핀,22
흰목이버섯,1/6/2021,중국,중국,46
"파인애플(12KG,2020.12.23)",1/6/2021,필리핀,필리핀,9
"파인애플(12KG,2020.12.23)",1/6/2021,필리핀,필리핀,85
"바나나(13KG,2020.12.21)",1/6/2021,필리핀,필리핀,54
"바나나(13KG,2020.12.14)",1/6/2021,필리핀,필리핀,8
바나나,1/6/2021,베트남,베트남,79
인도네시아 로부스타 커피,1/6/2021,인도네시아,인도네시아,39
신선당근,1/6/2021,중국,중국,36
"바나나(13KG,2020.12.21)",1/6/2021,필리핀,필리핀,77
송로버섯,1/6/2021,이탈리아,이탈리아,68
신선송로버섯,1/6/2021,스페인,스페인,1
아스파라거스,1/6/2021,페루,페루,21
펜넬,1/6/2021,이탈리아,벨기에,96
홀스래디쉬,1/6/2021,오스트리아,벨기에,47
리크,1/6/2021,벨기에,벨기에,17
방울다다기 양배추,1/6/2021,벨기에,벨기에,52
앤다이브(프리셰),1/6/2021,스페인,벨기에,69
앤다이브(레드),1/6/2021,네덜란드,벨기에,3
파스닙,1/6/2021,벨기에,벨기에,90
파푸아뉴기니 커피 원두,1/6/2021,파푸아뉴기니,파푸아뉴기니,98
커피생두,1/6/2021,브라질,브라질,88
망고,1/6/2021,태국,태국,96
"망고(열매,신선)",1/6/2021,태국,태국,37
석류,1/6/2021,미국,미국,50
신선양파,1/6/2021,중국,중국,69
신선양파,1/6/2021,중국,중국,91
신선당근,1/6/2021,중국,중국,54
수수,1/6/2021,중국,중국,45
양상추,1/6/2021,중국,중국,71
깐우엉,1/6/2021,중국,중국,56
깐도라지,1/6/2021,중국,중국,99
우엉,1/6/2021,중국,중국,98
표고버섯,1/6/2021,중국,중국,45
건조인삼,1/6/2021,미국,미국,46
고추씨,1/6/2021,중국,중국,43
커피생두,1/6/2021,콜롬비아,콜롬비아,57
계피,1/6/2021,베트남,베트남,84
신선생강,1/6/2021,중국,중국,15
망고,1/6/2021,태국,태국,75
스완 필스너,1/6/2021,네덜란드,네덜란드,71
커피생두,1/6/2021,에티오피아,에티오피아,9
커피생두,1/6/2021,브라질,브라질,94
커피생두,1/6/2021,콜롬비아,콜롬비아,83
커피원두,1/6/2021,에티오피아,에티오피아,69
커피생두,1/6/2021,브라질,브라질,95
수세미오이 (사과락),1/6/2021,중국,중국,76
차즈기,1/6/2021,중국,중국,63
송로버섯,1/6/2021,이탈리아,이탈리아,27
커피원두,1/6/2021,베트남,베트남,80
아몬드,1/6/2021,미국,미국,67
냉동홍고추,1/6/2021,중국,중국,20
대두,1/6/2021,캐나다,캐나다,8
검정강낭콩,1/6/2021,캐나다,캐나다,38
커피생두,1/6/2021,케냐,케냐,25
커피생두,1/6/2021,케냐,케냐,71
들깨,1/6/2021,중국,중국,47
흰강낭콩,1/6/2021,캐나다,캐나다,22
커피생두,1/6/2021,베트남,베트남,65
유기농바나나,1/6/2021,콜롬비아,콜롬비아,87
아몬드,1/6/2021,미국,미국,43
블루베리,1/6/2021,칠레,칠레,69
바나나,1/6/2021,에콰도르,에콰도르,33
생감자,1/6/2021,미국,미국,51
천삼20지(600G),1/6/2021,대한민국,중국,12
당근,1/6/2021,중국,중국,36
신선양배추,1/6/2021,중국,중국,86
지황,1/6/2021,중국,중국,8
커피원두,1/6/2021,브라질,브라질,89
커피원두,1/6/2021,브라질,브라질,95
커피원두,1/6/2021,브라질,브라질,81
냉동고추,1/6/2021,중국,중국,60
현미(중립종 혼합),1/6/2021,미국,미국,45
신선우엉,1/6/2021,중국,중국,90
신선우엉,1/6/2021,중국,중국,11
블루베리,1/6/2021,칠레,칠레,51
호두,1/6/2021,미국,미국,18
강낭콩,1/6/2021,미국,미국,46
건 표고버섯,1/6/2021,중국,중국,82
신선우엉,1/6/2021,중국,중국,83
도라지,1/6/2021,중국,중국,71
깐도라지,1/6/2021,중국,중국,26
표고버섯,1/6/2021,중국,중국,24
깐우엉,1/6/2021,중국,중국,75
목질진흙버섯,1/6/2021,중국,중국,80
건무우청,1/6/2021,중국,중국,40
커피 생두,1/6/2021,케냐,케냐,18
브로콜리,1/6/2021,중국,중국,10
망고,1/6/2021,태국,태국,31
망고,1/6/2021,태국,태국,86
망고,1/6/2021,태국,태국,90
망고,1/6/2021,태국,태국,89
망고,1/6/2021,태국,태국,99
레몬,1/6/2021,미국,미국,83
커피생두,1/6/2021,브라질,브라질,12
깐도라지,1/6/2021,중국,중국,76
신선 표고버섯,1/6/2021,중국,중국,56
아스파라거스(6KG),1/6/2021,태국,태국,46
커피원두,1/6/2021,베트남,베트남,4
신선브로콜리,1/6/2021,중국,중국,35
레몬그래스,1/6/2021,베트남,베트남,15
신선브로콜리,1/6/2021,중국,중국,75
망고,1/6/2021,태국,태국,93
기장,1/6/2021,미국,미국,58
율무,1/6/2021,중국,중국,71
냉동홍고추,1/6/2021,중국,중국,56
냉동마늘,1/6/2021,중국,중국,78
커피원두,1/6/2021,브라질,브라질,47
냉동 잭플룻,1/6/2021,베트남,베트남,18
콩나물콩,1/6/2021,미국,미국,58
냉동홍고추,1/6/2021,중국,중국,2
냉동홍고추,1/6/2021,중국,중국,13
피칸,1/6/2021,미국,미국,67
병아리콩,1/6/2021,캐나다,캐나다,21
피칸,1/6/2021,미국,미국,24
커피원두,1/6/2021,브라질,브라질,72
신선 브로콜리,1/6/2021,중국,중국,1
냉동고추,1/6/2021,중국,중국,5
신선당근,1/6/2021,중국,중국,30
냉동고추,1/6/2021,중국,중국,77
냉동고추,1/6/2021,중국,중국,25
냉동홍고추,1/6/2021,중국,중국,87
냉동고추,1/6/2021,중국,중국,12
콩나물,1/6/2021,중국,중국,20
들깨,1/6/2021,중국,중국,37
커피생두,1/6/2021,콜롬비아,콜롬비아,26
커피생두,1/6/2021,콜롬비아,콜롬비아,15
피마자잎,1/6/2021,중국,중국,68
취나물,1/6/2021,중국,중국,10
당귀,1/6/2021,중국,중국,2
건고사리,1/6/2021,중국,중국,45
냉동홍고추,1/6/2021,중국,중국,85
냉동홍고추,1/6/2021,중국,중국,48
타피오카 칩,1/6/2021,베트남,베트남,95
지실,1/6/2021,중국,중국,14
커피생두,1/6/2021,베트남,베트남,48
맥아,1/6/2021,중국,중국,33
건다래순,1/6/2021,중국,중국,37
커피원두(생두),1/6/2021,에티오피아,에티오피아,96
커피원두(생두),1/6/2021,에티오피아,에티오피아,61
커피 생두,1/6/2021,브라질,브라질,39
현미(단립종 혼합),1/6/2021,중국,홍콩,73
아스파라거스,1/6/2021,태국,태국,35
셀러리악,1/6/2021,네덜란드,벨기에,36
체리,1/6/2021,칠레,칠레,56
신선당근,1/6/2021,중국,중국,45
아보카도,1/6/2021,멕시코,멕시코,60
창이자,1/6/2021,중국,중국,11
망고,1/6/2021,태국,태국,78
신선 브로콜리,1/6/2021,중국,중국,53
신선표고,1/6/2021,중국,중국,80
건표고버섯,1/6/2021,중국,중국,68
카무트,1/6/2021,캐나다,캐나다,8
자몽,1/6/2021,미국,미국,92
자몽,1/6/2021,미국,미국,12
자몽,1/6/2021,미국,미국,84
커피 생두,1/6/2021,에티오피아,에티오피아,9
커피원두,1/6/2021,케냐,케냐,96
깐우엉,1/6/2021,중국,중국,48
신선우엉,1/6/2021,중국,중국,25
신선생강,1/6/2021,중국,중국,23
히카마,1/6/2021,베트남,베트남,14
유기농바나나,1/6/2021,페루,페루,29
아스파라거스 (7KG),1/6/2021,태국,태국,96
유기농아보카도,1/6/2021,멕시코,멕시코,86
옥수수,1/6/2021,러시아,러시아,84
아보카도,1/6/2021,멕시코,멕시코,2
커피생두,1/6/2021,브라질,브라질,17
커피생두,1/6/2021,브라질,브라질,24
냉동 브로컬리,1/6/2021,중국,중국,28
냉동깐밤,1/6/2021,중국,중국,90
냉동얼갈이,1/6/2021,중국,중국,18
냉동 근대,1/6/2021,중국,중국,95
커피 생두,1/6/2021,인도네시아,인도네시아,11
냉동대파,1/6/2021,중국,중국,14
커피생두,1/6/2021,인도네시아,인도네시아,84
유기농 커피원두,1/6/2021,인도네시아,인도네시아,42
냉동밤다이스,1/6/2021,중국,중국,30
냉동깐밤,1/6/2021,중국,중국,27
부흥 통계피,1/6/2021,베트남,베트남,66
냉동마늘,1/6/2021,중국,중국,54
냉동마늘,1/6/2021,중국,중국,61
냉동마늘,1/6/2021,중국,중국,44
캐슈넛,1/6/2021,인도,인도,83
목이버섯,1/6/2021,중국,중국,72
냉동 람부탄,1/6/2021,베트남,베트남,70
냉동 고추,1/6/2021,베트남,베트남,32
냉동용안,1/6/2021,베트남,베트남,27
목이버섯,1/6/2021,중국,중국,85
탈각호두,1/6/2021,미국,미국,41
냉동대파,1/6/2021,중국,중국,41
아몬드,1/6/2021,미국,미국,43
백목이버섯 (1KG*6),1/6/2021,중국,중국,63
냉동브로컬리,1/6/2021,중국,중국,44
냉동 패션후르츠,1/6/2021,베트남,베트남,59
미니당근,1/6/2021,프랑스,프랑스,13
미니양파,1/6/2021,프랑스,프랑스,52
병아리콩,1/6/2021,우즈베키스탄,우즈베키스탄,91
녹두,1/6/2021,우즈베키스탄,우즈베키스탄,76
냉동 배추우거지,1/6/2021,베트남,베트남,15
스완 에일,1/6/2021,네덜란드,네덜란드,2
아몬드,1/6/2021,미국,미국,32
아몬드,1/6/2021,미국,미국,54
아몬드,1/6/2021,미국,미국,61
건파,1/6/2021,중국,중국,83
냉동패션후르츠,1/6/2021,베트남,베트남,87
고추씨,1/6/2021,중국,중국,16
아몬드,1/6/2021,미국,미국,53
송로버섯,1/6/2021,이탈리아,이탈리아,24
아몬드,1/6/2021,미국,미국,13
아몬드,1/6/2021,미국,미국,55
피호두,1/6/2021,미국,미국,82
옥수수,1/6/2021,미국,미국,16
호두,1/6/2021,미국,미국,40
아몬드,1/6/2021,미국,미국,61
옥수수,1/6/2021,미국,미국,97
호두,1/6/2021,미국,미국,89
커피원두,1/6/2021,탄자니아,탄자니아,3
커피원두,1/6/2021,탄자니아,탄자니아,29
실론계피,1/6/2021,스리랑카,스리랑카,23
커피생두,1/6/2021,콜롬비아,콜롬비아,16
숙주나물,1/6/2021,중국,중국,37
콩나물,1/6/2021,중국,중국,50
커피 생두,1/6/2021,브라질,브라질,96
커피생두,1/6/2021,콜롬비아,콜롬비아,77
커피생두,1/6/2021,콜롬비아,콜롬비아,11
커피생두,1/6/2021,콜롬비아,콜롬비아,9
들깨,1/6/2021,중국,중국,96
커피생두,1/6/2021,콜롬비아,콜롬비아,2
냉동홍고추,1/6/2021,중국,중국,27
냉동목별,1/6/2021,베트남,베트남,93
냉동 초고버섯,1/6/2021,베트남,베트남,39
아몬드,1/6/2021,미국,미국,84
신선 브로콜리,1/5/2021,중국,중국,97
신선당근,1/5/2021,중국,중국,99
단호박,1/5/2021,통가,뉴질랜드,46
신선양상추,1/5/2021,중국,중국,75
신선당근,1/5/2021,중국,중국,19
단호박,1/5/2021,통가,뉴질랜드,41
신선당근,1/5/2021,중국,중국,55
신선당근,1/5/2021,중국,중국,95
신선당근,1/5/2021,중국,중국,95
깐도라지,1/5/2021,중국,중국,8
이집트콩,1/5/2021,미국,미국,9
신선마늘쫑,1/5/2021,중국,중국,14
신선당근,1/5/2021,중국,중국,84
신선양파,1/5/2021,중국,중국,14
신선양파,1/5/2021,중국,중국,59
슬라이스 아몬드,1/5/2021,미국,미국,1
말린블랙체리,1/5/2021,미국,미국,8
신선밤,1/5/2021,중국,중국,4
수수,1/5/2021,미국,미국,10
커피원두,1/5/2021,미국,미국,61
신선깐도라지,1/5/2021,중국,중국,52
깐도라지,1/5/2021,중국,중국,84
깐도라지,1/5/2021,중국,중국,57
신선깐도라지,1/5/2021,중국,중국,53
깐도라지,1/5/2021,중국,중국,86
깐도라지,1/5/2021,중국,중국,61
깐도라지,1/5/2021,중국,중국,4
신선당근,1/5/2021,중국,중국,65
깐도라지,1/5/2021,중국,중국,55
깐도라지,1/5/2021,중국,중국,19
마늘쫑,1/5/2021,중국,중국,70
깐도라지,1/5/2021,중국,중국,67
바나나,1/5/2021,멕시코,멕시코,59
커피 생두,1/5/2021,케냐,케냐,31
커피원두(자바 브라질 FC),1/5/2021,브라질,브라질,1
신선생강,1/5/2021,중국,중국,34
신선당근,1/5/2021,중국,중국,29
건목이버섯(10KG),1/5/2021,중국,중국,85
커피원두,1/5/2021,인도네시아,인도네시아,60
맥주보리,1/5/2021,호주,호주,59
레몬,1/5/2021,미국,미국,59
표고버섯,1/5/2021,베트남,베트남,85
목이버섯,1/5/2021,베트남,베트남,13
신선생강,1/5/2021,중국,중국,62
냉동대파,1/5/2021,중국,중국,53
냉동부추,1/5/2021,중국,중국,37
커피원두,1/5/2021,베트남,베트남,66
커피원두,1/5/2021,베트남,베트남,28
쿨란트로,1/5/2021,미얀마,미얀마,55
곶감,1/5/2021,중국,중국,62
신선표고버섯,1/5/2021,중국,중국,27
깐도라지,1/5/2021,중국,중국,81
곶감,1/5/2021,중국,중국,1
깐도라지,1/5/2021,중국,중국,66
깐도라지,1/5/2021,중국,중국,24
마늘쫑,1/5/2021,중국,중국,86
밀,1/5/2021,프랑스,프랑스,26
깐도라지,1/5/2021,중국,중국,54
깐도라지,1/5/2021,중국,중국,44
깐도라지,1/5/2021,중국,중국,37
신선마늘쫑,1/5/2021,중국,중국,99
깐도라지,1/5/2021,중국,중국,9
깐도라지,1/5/2021,중국,중국,16
야자열매,1/5/2021,베트남,베트남,68
석류,1/5/2021,미국,미국,16
석류,1/5/2021,미국,미국,11
석류,1/5/2021,미국,미국,5
바나나,1/5/2021,과테말라,과테말라,21
신선당근,1/5/2021,중국,중국,4
레몬그라스,1/5/2021,베트남,베트남,14
깐더덕,1/5/2021,중국,중국,69
신선도라지,1/5/2021,중국,중국,58
브로콜리,1/5/2021,중국,중국,60
깐도라지,1/5/2021,중국,중국,73
깐도라지,1/5/2021,중국,중국,4
신선당근,1/5/2021,중국,중국,88
신선당근,1/5/2021,중국,중국,3
마늘쫑(8KG),1/5/2021,중국,중국,70
깐우엉,1/5/2021,중국,중국,48
깐도라지,1/5/2021,중국,중국,90
우엉,1/5/2021,중국,중국,62
"석류(열매,신선)",1/5/2021,미국,미국,68
아보카도,1/5/2021,멕시코,멕시코,58
신선 브로콜리,1/5/2021,중국,중국,71
오렌지,1/5/2021,미국,미국,51
양배추,1/5/2021,중국,중국,16
커피원두,1/5/2021,브라질,브라질,67
커피생두,1/5/2021,브라질,브라질,40
신선당근,1/5/2021,중국,중국,37
길경,1/5/2021,중국,중국,28
선복화,1/5/2021,중국,중국,72
건 목이버섯,1/5/2021,중국,중국,62
케냐커피원두,1/5/2021,케냐,케냐,30
냉동 홍고추,1/5/2021,중국,중국,31
바나나,1/5/2021,콜롬비아,콜롬비아,23
호두,1/5/2021,미국,미국,68
신선깐도라지,1/5/2021,중국,중국,55
더덕,1/5/2021,중국,중국,14
커피원두,1/5/2021,브라질,브라질,93
양송이버섯,1/5/2021,중국,중국,62
"바나나(13KG,2020.12.09)",1/5/2021,베트남,베트남,18
신선우엉,1/5/2021,중국,중국,18
깐도라지,1/5/2021,중국,중국,7
비트,1/5/2021,중국,중국,7
레몬,1/5/2021,미국,미국,47
포도,1/5/2021,미국,미국,27
블루베리(125G),1/5/2021,칠레,칠레,47
커피원두,1/5/2021,브라질,브라질,5
브라질 너트,1/5/2021,페루,페루,47
바나나,1/5/2021,콜롬비아,콜롬비아,30
